"Num_equipement","Description","Date de detection de l'anomalie","Statut","Priorité","Description equipement","Section proprietaire"
"7fea8d3b-bc3a-4710-968c-7eb174944e4d","fuite de cp","2020-01-02 08:45:00","Terminé","2","PULVERIZER B3 DISCHARGE","34MC"
"3f109005-d3a0-44f5-98dc-91a03880acaf","fuite cp sortie broyeur _B _(Percement de la conduite)","2020-01-02 08:46:00","Terminé","2","PULVERIZER B2 DISCHARGE","34MD"
"bb60158a-b410-4fa5-b654-e988d6fddacc","vanne d'isolement purge VS non étanche.","2020-01-02 08:47:00","Terminé","2","Purge de conduite conditionnement VS","34MM"
"3d5ed226-70ba-4540-925d-af70c4a9a7c5","manque d’éclairage coté ventilateur de tirage","2020-01-02 08:55:00","Terminé","2","Systeme de ventilateurs d'air de tirage U3","34EL"
"70ea915d-8447-4e6e-a124-5ac34c145f0b","fuite de vapeur par PE  Ramoneur SBT HAUT  N23","2020-01-02 08:55:00","Terminé","2","RAMONEUR LONG RETRACTABLE  IK23","34MC"
"2b48b638-c3ec-46b3-b3d1-488777a67473","vanne de vidange pompe booster de la pompe alimentaire 20 non étance.","2020-01-02 12:53:00","Terminé","2","VANNE DE PURGE","34MM"
"3d7be6fa-51a1-45d1-bcd9-480367055331","RAMONEUR IK31 INDISPONIBLE","2020-01-03 12:33:00","Terminé","2","RAMONEUR LONG RETRACTABLE  IK31","34EL"
"94a7ec69-3ba2-4a23-9937-37e8ac8c2a54","Travaux de découpage et soudage des raclettes décrasseur","2020-01-03 13:39:00","Terminé","2","DECRASSEUR","34MD"
"7f4aa695-6444-4c73-9cb0-ce853058f73c","prévoir le contrôle  Client 1 U3","2020-01-03 14:25:00","Terminé","2","Système de Supervision et Commande Unité 3","34CT"
"3ad8d8dd-0ee3-423a-8035-02133152e88d","Prévoir contrôler les fin de course des vannes entrée sas du champ 3b ( discordance des vannes entrée sas )","2020-01-03 14:26:00","Terminé","2","VANNE DE REMPLISSAGE SAS A SOUS CHAMP 3 ELECTROFIL","34CT"
"5906eae5-95f7-4686-b1c1-fd1ae66ce46f","Élimination fuite C-V au niveau coude coté silo","2020-01-06 13:24:00","Terminé","2","SYSTEM ETG","34MD"
"699e06c4-ffd0-4800-a294-da09e08e1da6","Élimination fuite conduite de de vidange trémie économiseur","2020-01-06 13:26:00","Terminé","2","CONVOYEUR CENDRE VOLANTE TREMIE ECONOMISEUR","34MD"
"5906eae5-95f7-4686-b1c1-fd1ae66ce46f","champs 5A et 6A a inspecter (pression trés haute au niveau des sas )","2020-01-07 08:44:00","Terminé","2","SYSTEM ETG","34MC"
"629d503e-4930-4fb5-a07b-9655c528e453","POMPE SO3 N°1 NE REFOULE PAS","2020-01-07 08:46:00","Terminé","2","Systéme SO3","34MC"
"98b29ddb-bb7c-4c11-ac4a-4c83304980b9","les joints latéraux a contrôler","2020-01-08 07:40:00","Terminé","2","Tombour filtarnt","34MM"
"eb27e84f-f51c-4ec9-9e2b-58ab70e468b2","prévoir un appoint d'huile au pompe noria non secouru 20 coté accouplement","2020-01-08 07:41:00","Terminé","2","Pompe Noria non secourue","34MM"
"5906eae5-95f7-4686-b1c1-fd1ae66ce46f","découpage et soudage des conduites pour débouchage","2020-01-08 09:13:00","Terminé","2","SYSTEM ETG","34MD"
"c0a0c454-62b4-46cb-90f4-3cb727fac006","APPARITION ALARME VIBRATION POMPE ALIMENTAIRE N°10 LORS DE DÉMARRAGE BROYEUR D","2020-01-09 07:32:00","Non lancé","2","Capteur de vibration radiale coté Moteur  de la pompe 10","34EXP"
"f6d44d59-c1e4-4500-91ed-6d261678b627","prévoir appoint de huile.","2020-01-09 07:44:00","Terminé","2","Pompe eau stator","34MM"
"1b07b6c9-d3e1-425e-8d9f-32a5a6675f45","fuite par presse étoupe.","2020-01-09 07:44:00","Terminé","2","Purge normale HP 7","34MM"
"89660941-ba92-4b02-8ab9-3a2c30e90c20","prévoir appoint de huile.","2020-01-09 07:45:00","Terminé","2","POMPE A VIDE 1","34MM"
"5906eae5-95f7-4686-b1c1-fd1ae66ce46f","Prévoir inspecter les champs 5b et 6b TR3 ( vanne de convoyages et les vannes de remplissage sas).","2020-01-09 08:02:00","Terminé","2","SYSTEM ETG","34MC"
"957dacec-f3aa-4775-ab81-ab734c254e6e","moue de chaine decrasseur u3","2020-01-09 08:13:21","Terminé","2","unité 03","34MC"
"a7319db9-81c1-464e-b1f8-d634d3f49305","prévoir le soufflage de tube de Pitot ""soufflage B""","2020-01-09 11:48:00","Terminé","2","Tube de pitaux N°1 aspiration ventillateur B"".""","34CT"
"c0a0c454-62b4-46cb-90f4-3cb727fac006","APPARITION ALARME VIBRATION POMPE ALIMENTAIRE N°10 LORS DE DÉMARRAGE BROYEUR D","2020-01-09 12:15:00","Terminé","2","Capteur de vibration radiale coté Moteur  de la pompe 10","34CT"
"f79b2009-a102-43f8-a494-0403ef7689aa","La trappe sortie broyeur B désaccouplé avec le vérin .","2020-01-10 07:16:00","Terminé","2","Vannes de la Sas Refus broyeur B","34MC"
"775275ce-ad7c-444a-b751-c1437d2506c2","Arrêt 7 jours U3 2020: Travaux de peinture des transformateurs redresseurs électrofiltre U3","2020-01-13 07:24:00","Terminé","2","ELECTROFILTRE A","34EL"
"3d229c19-984c-41ac-941f-558a7161da21","Arrêt 7 jours U3: Contrôle règlementaire des installation électrique MT/BT","2020-01-13 07:28:00","Terminé","2","Medium-voltage distribution boards, normal system","34EL"
"caf57948-a827-424a-bbfc-4ab4a86edd23","Arrêt 7 jours U3: Permanence de l'ascenseur U3","2020-01-13 07:32:00","Terminé","2","ASCENSEUR CHAUDIÈRE UNITÉS 3","34EL"
"e314db80-7505-4642-a351-071ebaa74305","Arrêt 7 jours U3: Permanence des palans et pont roulant","2020-01-13 07:41:00","Terminé","2"," Equipement de levage palans et ponts 00/AAAAAA","34EL"
"31c7229a-3c70-4f31-9909-26a5d3d4c371","prévoir au changement de la résine du désioniseur du circuit refroidissement stator U3","2020-01-13 07:54:00","Préparé","1","VANNE D'ARRET ALIMENTATION D'EAU DEMINERALISE","CH"
"472b0fbb-0711-41b2-ad08-4629e2662da3","présence des traces fioul a l'entourage de la pompe.","2020-01-13 08:16:00","Terminé","2","RÉCHAUFFEUR FIOUL N°20","34MC"
"2ee68331-b183-4cb6-8c9e-4acdbfa3362c","Arrêt 7 jours U3: Permanence pour l'éclairage et prise de courant U3","2020-01-13 12:06:00","Terminé","2","ECLERAGE DE CHAUDIERE U03 LP","34EL"
"f1ce12e7-8e4b-4ff8-9189-9ae9f24ac257","Arrêt 7 jours U3: Projet d'Upgrade des relais de protection MT par ABB","2020-01-13 12:09:00","Terminé","1","Medium-voltage distribution boards","34EL"
"3d229c19-984c-41ac-941f-558a7161da21","Arret 7 jours U3: Entretien des tableaux MT/BT","2020-01-13 12:11:00","Terminé","2","Medium-voltage distribution boards, normal system","34EL"
"5f94af0c-0758-4af5-b351-ee8e81756b66","Arrêt 7 jours U3: Remplacement des disjoncteurs BRA, BJE et alimentateurs","2020-01-13 12:14:00","Terminé","2","COAL FEEDER A CONTROL CABINET","34EL"
"7d18b4bd-4239-4fa0-bb87-e2845cc0ac3c","Arrêt 7 jours U3: Contrôle et entretien et remplacement des disjoncteurs d'arrivée tableaux de distribution AC/DC( BUM, BUL…)","2020-01-13 12:18:00","Terminé","2","Tableau de distribution 24 Vdc U3","34EL"
"0d28643d-d357-413d-87d9-cdf2c575de97","Arrêt 7 jour U3: Entretien et contrôle COMPOUND& EXCITATION","2020-01-13 12:27:00","Terminé","2","Transformateur compound","34EL"
"58000df6-fb78-48d6-b488-6ab5c8bdb381","Arret 7 jours U3: Pose des Projecteurs mobile 24V","2020-01-13 12:30:00","Terminé","2","ELAIRAGE ET PC ELECTROFILTRE","34EL"
"6b425ffd-85b9-4327-ba1b-f32f48569636","Arrêt 7 jours U3: Contrôle outillage mobile des prestataire","2020-01-13 12:32:00","Terminé","2","ELAIRAGE ET PC BATIMENT ELECTRIQUE","34EL"
"22d33161-d3ce-4c8c-a323-163c57208151","PRÉVOIR SOUFFLAGE TUBE PITAUX VENT.SOUFFLAGE A","2020-01-13 13:19:00","Terminé","1","Tube de pitaux N°1 aspiration ventillateur A"".""","34CT"
"a7319db9-81c1-464e-b1f8-d634d3f49305","PRÉVOIR SOUFFLAGE TUBE PITAUX VENT.SOUFFLAGE B","2020-01-13 13:22:00","Terminé","1","Tube de pitaux N°1 aspiration ventillateur B"".""","34CT"
"345bbc6f-de8a-4ebb-b6f5-c992ba1421e7","Travaux sur  Ventilateur  AP B: inspection interne , inspections des roulements, vidange et remplacement huile, graissage des paliers des pales et inclineurs, inspection accouplement et reprise de  lignage et graisse accouplement , éventue","2020-01-13 15:15:00","Terminé","1","Ventilateur d'air primair  B","34MC"
"03e30f7e-df67-4075-8da1-85209c553d28","Percement au niveau du corps de la vanne de convoyage 2b tr3.","2020-01-13 15:16:00","Terminé","2","VANNE DE DECHARGE DES SAS   SOUS CHAMP 2 ELECTROFI","34MC"
"d7c173e2-8842-4234-bfb4-649b42e08b17","Inspection du palier N°3","2020-01-14 09:21:00","Terminé","2","Les Paliers de la turbine","34MM"
"802038b2-f67c-45bd-9468-8cc880bd2b2f","Inspection Electrofiltres","2020-01-15 08:52:00","Terminé","1","Electrofiltre","34MC"
"98b29ddb-bb7c-4c11-ac4a-4c83304980b9","tamis déchirés du tambour.","2020-01-15 13:56:00","Terminé","2","Tombour filtarnt","34MM"
"b2dc20d4-2b4c-4c25-ab69-ac2b08d79286","fuite d'eau au niveau du pompe 20.","2020-01-15 13:56:00","Terminé","2","POMPE D'APPOINT N°2  (EAU DÉMINÉRALISÉE)","34MD"
"a89c2245-23d5-45f6-9464-7125927d40e3","prévoir une inspection du sas .","2020-01-16 07:31:00","Terminé","2","SAS A SOUS CHAMP 6 ELECTROFILTRE B","34MC"
"6d8aae53-81aa-4027-8ecd-249ca7f8e7d8","prévoir l'appoint d'huile.","2020-01-17 07:42:00","Terminé","2","POMPE D'APPOINT N°1  (EAU DÉMINÉRALISÉE)","34MM"
"28e46429-3805-4161-9573-f48b91f5cb3d","Prévoir controler PAC 10 TR3 ( fuite d'eau au niveau du palier pompe ).","2020-01-17 07:43:00","Terminé","2","SYS EAU DE CIRCUL","34MM"
"46a7b083-3016-430c-85ed-6a03798f2c3f","APPOINT D AZOTE","2020-01-18 14:00:00","Terminé","1","ACCUMULATEUR DE PRESSION","34MM"
"6264c7d5-4904-48d3-ad03-b6357cbff3b0","Défaut masse rotor du système d'excitation","2020-01-22 17:45:00","Terminé","1","ARMOIRES SYSTEME D'EXCITATION.","34EL"
"7fea8d3b-bc3a-4710-968c-7eb174944e4d","fuite cp par prise d'echantillonage sortie broyeur B","2020-01-23 12:20:00","Terminé","2","PULVERIZER B3 DISCHARGE","34MC"
"38ada082-d336-4145-a2ee-df64daeffded","FUITE VAPEUR PAR PRESSE ETOUPE VANNE DE PURGE 1%","2020-01-23 12:21:00","Terminé","2","Purge ballon chaudière 1%","34MC"
"eb03439d-00a9-4507-bd7b-6f718c082433","fuite cp par bride vanne entrée chaudière broyeur C","2020-01-23 12:23:00","Terminé","2","Vanne isolement CP Broyeur C / foyer angle 4","34MC"
"27f2160e-1ebf-42f9-8560-79087f65e7fa","dégrilleur bloqué en haut (cycle automatique).","2020-01-25 12:35:00","Terminé","2","Dégrilleur","34EL"
"27f2160e-1ebf-42f9-8560-79087f65e7fa","prévoir l'ajustement du fin de course de dégrilleur.","2020-01-27 07:22:00","Terminé","2","Dégrilleur","34EL"
"6d8aae53-81aa-4027-8ecd-249ca7f8e7d8","prévoir l'appoint d'huile.","2020-01-27 07:57:00","Terminé","2","POMPE D'APPOINT N°1  (EAU DÉMINÉRALISÉE)","34MM"
"b2dc20d4-2b4c-4c25-ab69-ac2b08d79286","prévoir l'appoint d'huile.","2020-01-27 08:00:00","Terminé","2","POMPE D'APPOINT N°2  (EAU DÉMINÉRALISÉE)","34MM"
"41060fe1-82eb-4cbd-9d6b-f342ef8804a6","problem du cablage du niveaustat.","2020-01-27 08:50:00","Terminé","2","SAS A SOUS CHAMP 5 ELECTROFILTRE B","34CT"
"0fcdfc16-60d9-4017-b98f-2c866be56e9b","DEFAUT THERMOCOUPLE ENROULEMENT PPE EXTRACTION N°10","2020-01-27 08:52:00","Terminé","2","Mesure de Température Enroulement 1 Moteur de la Pompe d'Extraction 10","34CT"
"a0c92782-5d36-45fc-b591-2a7c15be7c4f","prévoir un appoint d'huile au pompe d'extraction 20","2020-01-27 08:55:00","Terminé","2","CLAPET AU REFOULEMENT DE LA POMPE D'EXTRACTION N°2","34MM"
"699e06c4-ffd0-4800-a294-da09e08e1da6","Prévoir vidange convoyeur CV économiseur haut","2020-01-27 08:56:00","Terminé","1","CONVOYEUR CENDRE VOLANTE TREMIE ECONOMISEUR","34MC"
"b631291f-4c89-4c69-b1dc-828b78e64e33","prévoir tarer la soupape du ramoneur LG : la pression élevée","2020-01-27 09:17:00","Terminé","2","RAMONEUR DE RÉCHAUFFEUR D'AIR","34MC"
"28c439fb-1dad-44db-bd88-78fbe477c9e1","soupape du ramoneur IK27 non étanche (lance chaude)","2020-01-27 09:18:00","Terminé","2","SOUPAPE DE RAMONEUR LONG RETRACTABLE N°27 TYPE IK","34MC"
"efbd3c66-3da3-4577-b39b-8407180aa84c","fuite de cendres au niveau du coud silo ( 1A&2A).","2020-01-27 09:19:00","Terminé","2","SAS A SOUS CHAMP 1 ELECTROFILTRE A","34MD"
"27f2160e-1ebf-42f9-8560-79087f65e7fa","Dérailleur indisponible ( défaut électrique ) .","2020-01-28 07:19:00","Terminé","1","Dégrilleur","34EL"
"ef830103-4570-4c13-b27e-6bdd4648395a","Fuite d'eau par GM","2020-01-28 11:53:00","Terminé","1","Pompe alimentaire  principale  N° 30","34MM"
"fdbbd53b-12bb-463f-a935-37b0f74ba6a6","prévoir contrôle by passe conductivité circuit MKF","2020-01-28 15:11:00","Préparé","2","Q,CDUCT GEN M-CIRC","CH"
"d56090a2-7a11-41e0-b094-01793721d662","fuite d'eau déminéralisé au niveau de la conduite d'alimentation des appoints normales 3/4 ( devant les éjecteurs de maintien U3. )","2020-01-28 15:12:00","Terminé","2","V/R NIVEAU NORMAL BA","34MD"
"914c24d1-136d-4c0d-a79b-81acb61bbad1","vanne de vidange pompe booster de la pompe alimentaire n°30 a changer (non opérationnel)","2020-01-28 15:13:00","Terminé","2","SOUPAPE D'ASPIRATION POMPE BOOSTER 30.","34MD"
"5a6a75b7-8fb6-444d-a6ed-6963666b0b89","Vanne by pass de la vanne d'aspiration pompe alimentaire n°30 a changer (tige et volant cassé)","2020-01-28 15:14:00","Travaux terminés","2","Vanne Aspiration Pompe N° 30","34MM"
"699e06c4-ffd0-4800-a294-da09e08e1da6","Dur mécanique convoyeur haut évacuation cendres des trémies économiseur","2020-01-29 09:18:00","Terminé","2","CONVOYEUR CENDRE VOLANTE TREMIE ECONOMISEUR","34MC"
"443b2284-cc73-4042-af8d-3b0d4b8d2263","Appoint d'huile du compresseur d'air ETP10 .","2020-01-29 09:20:00","Préparé","2","COMPRESSEUR D'AIR A TYPE GGGGGG","34GMC"
"45f4c128-f1a1-41d5-add4-36794be05d06","Serrage des écrous support conduite VS niveau 11 m","2020-01-29 09:39:00","Terminé","2","Echangeur SHT","34MD"
"f4849faa-b44f-488b-8738-a0469a16e228","PRÉVOIR SOUFFLAGE FILTRE MOTEUR SOUFFLAGE B","2020-01-30 09:06:00","Terminé","2","Moteur de souflage B","34EL"
"36bd01b4-356f-40d6-bd5c-ab70c936c618","Le champ 2B déclenché par HT trop basse .","2020-01-30 09:07:00","Terminé","2","Electrofiltre B champs 2","34EL"
"7a1c2e60-c44f-4fb5-adc1-5b45925a3916","Le courant primaire du champ 4A trés élevée .","2020-01-30 09:07:00","Terminé","2","Electrofiltre A champs 4","34EL"
"344a302f-5751-43ef-afec-e70e438c4bdc","PRÉVOIR LA REMISE EN ETAT COFFRÉE DE COMMANDE RAMONEUR RÉCHAUFFEUR D'AIR RLJ  (COFFRÉE ETAT DÉGRADÉE)","2020-01-30 09:07:00","Terminé","2","Systeme ramonage U3","34EL"
"3e8c35e4-609f-4420-8bbd-ff0e19c52bcb","déviation mesure pression ballon","2020-01-30 09:49:00","Terminé","2","Transmetteur 3 de pression ballon chaudière","34CT"
"0fdbe0ac-88c8-431a-8003-503944e86d36","déviation transmetteur pression foyer","2020-01-31 14:12:00","Terminé","2","Transmetteur de pression foyer ..","34CT"
"6a7ed335-2285-421b-b44d-eb20eb301d7b","fuite d'huile par arrêt d'huile arbre d'entrainement entre moteur électrique et réchauffeur d'air","2020-02-01 02:13:50","Travaux terminés","1","RECHAUFFEUR D'AIR.","34MC"
"75131a92-0822-4171-84ca-4586be3d1e22","fuite d'air chaud au caisson d'air d'angle 1 plan cd annule par OT1047985","2020-02-01 10:12:06","Terminé","2","Combustion air supply system U3","34MC"
"4b3585b4-fc4d-4f0e-81f4-3388f59f7598","SOUPAPE NON ETANCHE BP4","2020-02-01 13:11:00","Terminé","2","Soupape","34MM"
"4b3585b4-fc4d-4f0e-81f4-3388f59f7598","soupape mécanique réchauffeur BP4 bloquée en ouverture","2020-02-03 08:48:00","Terminé","1","Soupape","34MM"
"472b0fbb-0711-41b2-ad08-4629e2662da3","fuite des condensats au niveau du réchauffeur fioul numéro 20.","2020-02-03 13:52:00","Terminé","2","RÉCHAUFFEUR FIOUL N°20","34MD"
"033992d9-b591-4a88-8d9a-b7819322da7d","Perçage des trous moteur par chalumeau","2020-02-04 10:20:00","Terminé","2","REGISTRE DE REGLAGE DE PRESSION D'AIR","34MD"
"3e7c0069-c055-4739-ac5f-cf527edd2062","Le champ 3B déclenché par HT trop basse .","2020-02-05 07:24:00","Terminé","2","Electrofiltre B champs 3","34EL"
"4428d1a1-130a-497b-abad-4aea41694fdb","démarrage moto ventilateur broyeurs étanchéité sans ordre","2020-02-05 07:25:00","Terminé","1","MOTEUR VENTILATEUR AIR D'ETANCHEITE BROYEURS","34EL"
"94a7ec69-3ba2-4a23-9937-37e8ac8c2a54","Travaux de remplacement de la chaine","2020-02-05 11:55:00","Terminé","2","DECRASSEUR","34MD"
"629d503e-4930-4fb5-a07b-9655c528e453","calorifuge des injecteurs SO3","2020-02-05 12:28:00","Terminé","2","Systéme SO3","34MD"
"bb34881a-13b5-40ff-862f-d31063c05f17","Manque fin de course trappe sortie broyeur A ( 011 et 012 )","2020-02-06 08:15:00","Terminé","2","PULVERIZER A1 DISCHARGE","34CT"
"d52ae76d-5ec5-4456-aedf-1db6faa9f0f2","FUITE DP ASPIRATION POMPE ALIMENTAIRE N°10","2020-02-06 08:17:00","Terminé","2","Indicateur de pression","34CT"
"f6dc8f2b-9166-40f4-98df-1e40aa94206e","fuite d'aire chaud au niveau de la sas a refus broyeur A .","2020-02-06 09:47:00","Terminé","2","COAL BUNKER A","34MC"
"adbcb3ae-d9f8-478c-994b-e468b386be86","la trappe trémie alimentateur C ne s ouvre pas ( 30HFA30AA001 )","2020-02-06 09:48:00","Terminé","2","COAL BUNKER C","34MC"
"629d503e-4930-4fb5-a07b-9655c528e453","Prévoir contrôlé le tarage du PCV alimentation vapeur auxiliaire Système SO3 .","2020-02-07 09:52:00","Terminé","2","Systéme SO3","34CT"
"629d503e-4930-4fb5-a07b-9655c528e453","fuite par bride ( vanne aprés Heater )","2020-02-07 11:20:00","Terminé","2","Systéme SO3","34MC"
"7fde43d5-680d-4ee7-a02d-8b8ad4ddbf31","vanne régulatrice de pression ramonage RLJ non étanche","2020-02-07 11:21:00","Terminé","2","BOILER  SOOTBLOWER  PESSURE REDUCING STATION","34MC"
"d56090a2-7a11-41e0-b094-01793721d662","élimination de la fuite au niveau de la conduite","2020-02-07 11:59:00","Terminé","2","V/R NIVEAU NORMAL BA","34MD"
"472b0fbb-0711-41b2-ad08-4629e2662da3","Élimination fuite vapeur au niveau du clapet antiretour","2020-02-07 12:02:00","Terminé","2","RÉCHAUFFEUR FIOUL N°20","34MD"
"629d503e-4930-4fb5-a07b-9655c528e453","PRÉVOIR LE CONTRÔLE DU FONCTIONNEMENT RÉSISTANCE CHAUFFANTE (40°C)","2020-02-10 07:21:00","Terminé","2","Systéme SO3","34EL"
"d0731052-5260-429a-abe5-16ca0909dffa","Contrôle contacteur K1 sur l armoire 30BTL01-02 ( fermeture et ouverture avec alarme : Low min voltage )","2020-02-10 07:22:00","Terminé","1","Rectifiers, battery charger","34EL"
"fb3f5184-1e7c-49d0-b664-c6bc735f97d0","fuite phosphate trisodique","2020-02-10 07:46:00","Préparé","2","Echangeur Noria","CH"
"27f2160e-1ebf-42f9-8560-79087f65e7fa","dégrilleur U3  a inspecter plusieurs déformation au niveau de l'équipement .","2020-02-10 07:46:00","Travaux terminés","2","Dégrilleur","34MM"
"e9021d1c-03f2-4c57-8523-818d48c3b156","Fuit au niveau de la bride de la vanne TOR d'air chaud entrée burner","2020-02-10 15:00:00","Terminé","2","VANNE TOR 1/4 TOUR SORTIE RECHAUFFEUR D'AIR","34MC"
"699e06c4-ffd0-4800-a294-da09e08e1da6","DUR MÉCANIQUE CONVOYEUR HAUT SYSTÈME ÉCONOMISEUR","2020-02-10 15:01:00","Terminé","2","CONVOYEUR CENDRE VOLANTE TREMIE ECONOMISEUR","34MC"
"344a302f-5751-43ef-afec-e70e438c4bdc","les lances des ramoneurs suivants sont chaudes:IK06/IK16/IK23/IK17/IK10/IK18/IK36/IK14/IK52/IK53","2020-02-10 15:14:00","Terminé","2","Systeme ramonage U3","34MC"
"5a8229f2-ff5f-4f1f-a66b-96c9be990299","fuite d'eau déminéralisé conduite appoint normale condenseur (percement )","2020-02-10 15:19:00","Terminé","2","VANNE D'ISOLEMENT APPOINT NORMAL CONDENSEUR","34MD"
"8b98e66d-902e-417e-932d-ad81d69a27fc","contrôle des enceintes sous pression en compagne agent APAVE","2020-02-11 14:33:00","Terminé","2","BALLON CHAUDIERE.","34MD"
"75022d79-e433-4226-ac00-a083d0c7b933","Soudage des racleurs refus broyeur","2020-02-12 15:01:00","Terminé","2","broyeur C","34MD"
"887900ed-7af8-4b63-883b-d7067d400bfc","PRÉVOIR NETTOYAGE ÉCHANGEUR NORIA N°20","2020-02-13 07:48:00","Terminé","2","Echangeur Noria","34MM"
"5a8229f2-ff5f-4f1f-a66b-96c9be990299","PRÉVOIR CONTROL POSITION VANNE D'APPOINT NORMAL CONDENSEUR","2020-02-13 08:20:00","Terminé","2","VANNE D'ISOLEMENT APPOINT NORMAL CONDENSEUR","34CT"
"472b0fbb-0711-41b2-ad08-4629e2662da3","Remise en état des tôles de calorifuge des conduite réchauffeur fioul","2020-02-14 12:22:00","Terminé","2","RÉCHAUFFEUR FIOUL N°20","34MD"
"af30aa78-b1fc-4a1e-87f8-4ff65e15ef2a","Bruit anormal clapet anti retour conduite d'appoint eau déminéralisée du Bache Tampon (30GHC10AA024 ) vibration excessif de la conduite","2020-02-17 07:44:00","Terminé","2","VANNE D'APPOINT BÂCHE TAMPON.","34MM"
"629d503e-4930-4fb5-a07b-9655c528e453","fuite du vapeur au niveau de la bride de la vanne d'isolement du purgeur automatique système so3 ( vapeur du traçage soufre )","2020-02-17 09:01:00","Terminé","2","Systéme SO3","34MC"
"699e06c4-ffd0-4800-a294-da09e08e1da6","dur mécanique convoyeur haut système évacuation économiseur","2020-02-17 09:09:00","Terminé","2","CONVOYEUR CENDRE VOLANTE TREMIE ECONOMISEUR","34MC"
"0fdbe0ac-88c8-431a-8003-503944e86d36","prévoir soufflage des transmetteur pression foyer.","2020-02-17 10:28:00","Terminé","2","Transmetteur de pression foyer ..","34CT"
"4b3585b4-fc4d-4f0e-81f4-3388f59f7598","Démontage et remontage du calorifuge soupape","2020-02-18 13:28:00","Terminé","2","Soupape","34MD"
"bf032295-76db-44a8-9bdf-d6c6ed87ff14","transfo-redresseur 4A déclenché par minimum tension.","2020-02-19 07:40:00","Terminé","2","TRANSFORMATEUR REDRESSEUR CHAMP4 FILE A","34EL"
"957dacec-f3aa-4775-ab81-ab734c254e6e","manque d'éclairage au niveau de la chaudière ( niveau 7, niveau 3 alimentateurs et niveau 0 ventilateur tirage.)","2020-02-19 07:40:00","Terminé","2","unité 03","34EL"
"b1a6a3e4-8d6e-45f8-8b5d-e6882498c5c6","PRÉVOIR RÉGLAGE POSITIONNEUR VANNE D’APPOINT SECOURE CONDENSEUR 30LCP10AA002","2020-02-19 13:28:00","Terminé","2","CONDENSEUR PRINCIPAL / MAIN CONDENSER","34CT"
"27f2160e-1ebf-42f9-8560-79087f65e7fa","prévoir l'ajustement du fin de course.","2020-02-20 07:36:00","Terminé","2","Dégrilleur","34EL"
"381fbeb6-da75-47d8-a311-6c55b05b730e","prévoir un Control au niveau des pompes (10 &20) eau déminéralisée (bruit anormal au niveau des clapets )","2020-02-20 07:43:00","Terminé","2","POMPE D'APPOINT  (EAU DÉMINÉRALISÉE)","34MM"
"13f7d1d0-59c1-4abb-9b35-4aefc92154ca","prévoir appoint d'huile au niveau de réducteur d'entrainement réchauffeur d'air (lungshtrume).","2020-02-20 11:23:00","Terminé","2","RÉDUCTEUR DE VITESSE","34MC"
"577e0830-e8a0-45c7-9df9-2db9bd3f7c66","fuite d'eau à l'indicateur de DP filtre d'aspiration pompe alimentaire 10","2020-02-20 14:01:00","Terminé","3","Indicateur de pression","34CT"
"f65ec947-7d4b-4ff2-8e67-f645a814d3d7","PRÉVOIR SOUFFLAGE TUBES TRANSMETTEUR DE PRESSION FOYER","2020-02-20 14:02:00","Terminé","2","Ttransmetteur de pression foyer ..","34CT"
"98b29ddb-bb7c-4c11-ac4a-4c83304980b9","prévoir un control du moteur de filtre tambour.","2020-02-21 07:21:00","Terminé","2","Tombour filtarnt","34EL"
"cb18e768-bbc7-44d8-88d4-9acc3d2b73a9","fuite vapeur vanne isolement vapeur saturée poste échantillonnage TR03","2020-02-21 08:56:00","Terminé","2","VANNE D'ISOLEMENT","34MD"
"86c12954-15fb-40ba-8adc-144f957556fd","prévoir une inspection général des sas pour 2A.","2020-02-21 08:57:00","Terminé","2","SAS A SOUS CHAMP 2 ELECTROFILTRE A","34MC"
"443b2284-cc73-4042-af8d-3b0d4b8d2263","prévoir l'appoint d’huile au etp 10.","2020-02-24 07:57:00","Terminé","2","COMPRESSEUR D'AIR A TYPE GGGGGG","34MC"
"db6eeca1-338f-415b-93ab-6fb14e9c43e2","vanne sortie sécheur d' etp11 non étanche.","2020-02-24 08:00:00","Terminé","2","COMPRESSEUR D'AIR B TYPE GGGGGG","34MC"
"029b5a6e-cae0-4bd2-a7e4-0d36d3aa90b8","prévoir le fonctionnement du purgeur automatique du réservoir.","2020-02-24 08:02:00","Terminé","2","PURGEUR RESERVOIR INTEMEDIAIRE","34CT"
"6a7ed335-2285-421b-b44d-eb20eb301d7b","Remise en état des tôles de calorifuges et bardage","2020-02-24 11:23:00","Terminé","2","RECHAUFFEUR D'AIR.","34MD"
"98b29ddb-bb7c-4c11-ac4a-4c83304980b9","prévoir l'appoint d'huile .","2020-02-25 07:50:00","Terminé","2","Tombour filtarnt","34MM"
"27f2160e-1ebf-42f9-8560-79087f65e7fa","prévoir l'ajustement du fin de course.","2020-02-25 15:12:00","Terminé","2","Dégrilleur","34EL"
"957dacec-f3aa-4775-ab81-ab734c254e6e","Manque éclairage au niveau 4/5 et au niveau 3 près de alimentateurs, chaudière 3.","2020-02-25 15:12:00","Terminé","2","unité 03","34EL"
"95e7836b-9ffd-47dc-89d3-965713602e93","bruit anormale à contrôler au niveau de la gaine de l'air totale entrée broyeur B (percement au niveau de la gaine entrée air chaud au broyeur)","2020-02-26 10:22:00","Terminé","2","broyeur B","34MD"
